CATEGORY,CORE,ARTWORK_PATH,BARCODE,GAME_PATH,GAME_NAME,YEAR,HIGHLIGHT
Masaya,TGFX16-CD,ai-cho-aniki.png,4988616002174,./Ai_Chou_Aniki_(NTSC-J)_[NSCD5018].cue,Ai Cho Aniki,1995,x
Masaya,GENESIS,wings-of-wor.jpg,96338061059,./1 US - Q-Z/Wings of Wor (USA).md,,1991,x
Midway-Williams,ARCADE,defender.png,110000000006,Defender (Red Label).mra,Defender,1981,x
Midway-Williams,ARCADE,sinistar.jpg,120000000005,Sinistar.mra,,1982,x
Midway-Williams,ARCADE,robotron-2084.png,130000000004,Robotron 2084.mra,,1982,x
Midway-Williams,ARCADE,bubbles.png,140000000003,Bubbles.mra,,1982,
Midway-Williams,PSX,mkt.jpg,31719269624,./Mortal Kombat Trilogy (USA) (v1.1).cue,Mortal Kombat Trilogy,1996,
Midway-Williams,GENESIS,nbajam.jpg,21481800125,./1 US - G-P/NBA Jam - Tournament Edition (World).md ,,1995,
Midway-Williams,ARCADE,tapper.png,720000000007,"Tapper (Budweiser, 840127).mra",Tapper,1983,
Midway-Williams,SNES,mk2-snes.jpg,21481620051,./1 US - F-M/Mortal Kombat II (USA) (Rev 1).sfc,,1993,
Midway-Williams,GENESIS,mk3-gen.jpg,31719209446,./1 US - G-P/Mortal Kombat 3 (USA).md,,1995,
Midway-Williams,GENESIS,mk-gen.jpg,734549001081,./1 US - G-P/Mortal Kombat (World).md,,1992,
Midway-Williams,PSX,mk4.jpg,31719268016,Mortal Kombat 4.cue,,1998,
Midway-Williams,ARCADE,space-zap.png,136000000006,./Space Zap.mra,,1980,x
Midway-Williams,GENESIS,umkt.png,126000000007,./4 Hacks/Hacks A-Z/Mortal Kombat Series/Ultimate Mortal Kombat Trilogy (Hack) v23 5125 KABAL_MK.md,,2014,
Mkai,WONDERSWAN.COL,cardinal-sins.png,610000000001,./Cardinal Sins.wsc,,2004,x
Mkai,WONDERSWAN.COL,judgement-silversword.jpg,620000000000,./1 WonderSwan Color A-Z/Judgement Silversword - Rebirth Edition (Japan) (Rev 5C21).wsc,Judgement Silversword - Rebirth Edition,2004,x
Namco,ARCADE,galaga.jpg,100000000007,"Galaga (Midway, Set 1).mra",Galaga,1981,x
Namco,ARCADE,mspacman.jpg,200000000004,_alternatives/_Ms.Pacman/Ms. Pac-man (speedup hack).mra,,1982,
Namco,ARCADE,ms-pac-man.jpg,165000000006,Ms. Pac-Man.mra,,1982,
Namco,PSX,klonoa.jpg,722674020732,Klonoa - Door to Phantomile (USA).cue,,1997,
Namco,ARCADE,gaplus.jpg,300000000001,Gaplus (GP2 Rev B).mra,Gaplus (Arcade),1984,x
Namco,ARCADE,digdug.jpg,155000000007,Dig Dug.mra,Dig Dug,1982,
Namco,NES,gaplus-nes.png,400000000008,gaplus.nes,Gaplus (NES),2020,x
Namco,NES,pacman-ce.png,500000000005,championship.nes,Pac-Man Championship Edition,2020,
Namco,ARCADE,mappy.jpg,600000000002,Mappy (US).mra,,1983,
Namco,ARCADE,pacman.png,700000000009,Pac-Man (Midway).mra,,1980,
Namco,NES,rolling-thunder.jpg,31763012122,2 Unlicensed - A-Z/1 Unlicensed L-R/Rolling Thunder (USA) (Unl).nes,Rolling Thunder (USA),1988,
Namco,GENESIS,rolling-thunder-2.jpg,722674020114,1 US - Q-Z/Rolling Thunder 2 (USA).md,,1992,
Namco,GENESIS,rolling-thunder-3.jpg,722674020213,1 US - Q-Z/Rolling Thunder 3 (USA).md,,1993,
Namco,NES,star-wars-fc.jpg,4907892000360,4 Translations/English L-Z/Star Wars (J) (Namco) \[T+Eng_Mukimuki\&Shinta\].nes,Star Wars (Japan),1987,
Namco,TGFX16,splatterhouse-pce.jpg,4907892031111,2 PC Engine - N-Z/Splatterhouse (Japan).pce,,1990,
Namco,GENESIS,splatterhouse2.jpg,722674020138,1 US - Q-Z/Splatterhouse 2 (USA).md,,1992,
Namco,GENESIS,splatterhouse3.jpg,722674020206,1 US - Q-Z/Splatterhouse 3 (USA).md,,1993,
Namco,NES,splatterhouse-graffiti.jpg,4907892000643,2 Japan/Japan P-S/Splatterhouse - Wanpaku Graffiti (Japan).nes,,1989,
Namco,GENESIS,phelios.jpg,722674020015,1 US - G-P/Phelios (USA).md,,1990,x
Namco,ARCADE,grobda.png,150000000002,"Grobda (W, New Ver.).mra",,1984,x
Namco,PSX,mr-driller.jpg,722674020992,Mr. Driller.cue,,2000,
Namco,PSX,r4-ridge-racer.jpg,722674020848,R4\ -\ Ridge\ Racer\ Type\ 4\ \(USA\).cue,,1998,
Namco,GENESIS,dangerous-seed.jpg,4907892033047,./2 Japan - A-Z/Japan - A-O/Dangerous Seed (Japan).md,,1990,x
Natsume,NES,abadox.jpg,32244040887,1 US - A-F/Abadox - The Deadly Inner War (USA).nes,,1989,x
Natsume,NES,scat.jpg,719593010029,1 US - R-Z/S.C.A.T. - Special Cybernetic Attack Team (USA).nes,,1990,x
Natsume,NES,chojin-sentai-jetman.jpg,4994068800046,2 Japan/Japan A-D/Choujin Sentai Jetman (Japan).nes,,1991,
Natsume,NES,shatterhand.jpg,32264900239,1 US - R-Z/Shatterhand (USA).nes,,1991,
Natsume,NES,dragon-fighter.jpg,93295913018,1 US - A-F/Dragon Fighter (USA).nes,,1990,
Natsume,SNES,pocky-rocky.png,719593030027,1 US - N-R/Pocky & Rocky (USA).sfc,Pocky \& Rocky,1992,x
Natsume,SNES,pocky-rocky2.png,719593030041,1 US - N-R/Pocky & Rocky 2 (USA).sfc,Pocky \& Rocky 2,1994,x
Natsume,SNES,wild-guns.jpg,719593030058,1 US - T-Z/Wild Guns (USA).sfc,,1994,x
Natsume,SNES,ninja-warriors.jpg,20588010857,1 US - N-R/Ninjawarriors (USA).sfc,,1994,
Natsume,SNES,power-rangers-snes.jpg,45557088408,1 US - F-M/Mighty Morphin Power Rangers (USA).sfc,,1994,
Natsume,SNES,power-rangers-movie-snes.jpg,45557088415,1 US - F-M/Mighty Morphin Power Rangers - The Movie (USA).sfc,,1995,
Natsume,GAMEBOY.COL,tony-hawk-2-gbc.jpg,47875122017,"1 Game Boy Color/1 GBC US - M-Z/Tony Hawk's Pro Skater 2 (USA, Europe).gbc",,2000,
Natsume,GAMEBOY.COL,river-king.jpg,719593020059,1 Game Boy/1 GB US - H-Q/Legend of the River King GB (USA) (SGB Enhanced).gb,,1997,
Natsume,NES,mitsume-ga-toru.jpg,138000000000,./2 Japan/Japan K-O/Mitsume ga Tooru (Japan).nes,,1992,
Aicom,NEOGEO,pulstar.jpg,4964808100866,1 World A-Z/Pulstar (pulstar).neo,Pulstar,1995,x
Aicom,NEOGEO,blazing-star.jpg,4964808101214,1 World A-Z/Blazing Star (blazstar).neo,Blazing Star (Yumekobo),1998,x
Aicom,NES,vice-project-doom.jpg,039471905118,1 US - R-Z/Vice - Project Doom (USA).nes,,1991,
Aicom,NEOGEO,viewpoint.jpg,724678245968,1 World A-Z/Viewpoint (viewpoin).neo,Viewpoint,1992,x
SNK,NEOGEO,last-resort.png,800000000006,1 World A-Z/Last Resort (lresort).neo,Last Resort,1992,x
Psikyo,NEOGEO,strikers-1945-plus.jpg,900000000003,1 World A-Z/Strikers 1945 Plus (s1945p).neo,Strikers 1945 Plus,1999,x
Nazca Corporation,NEOGEO,neo-turf-masters.png,115000000001,./1 World A-Z/Neo Turf Masters (turfmast).neo,,1996,
Nazca Corporation,NEOGEO,mslug.jpg,116000000008,./1 World A-Z/Metal Slug - Super Vehicle-001 (mslug).neo,,1996,x
Nazca Corporation,NEOGEO,mslug2.png,117000000005,./1 World A-Z/Metal Slug 2 (mslug2).neo,,1998,x
Nazca Corporation,NEOGEO,mslugx.png,118000000002,./1 World A-Z/Metal Slug X (mslugx).neo,,1999,x
Nazca Corporation,NEOGEO,mslug3.png,119000000009,./1 World A-Z/Metal Slug 3 (mslug3).neo,,2000,x
Noise Factory,NEOGEO,mslug4.jpg,121000000002,./1 World A-Z/Metal Slug 4 (mslug4).neo,,2002,x
Noise Factory,NEOGEO,mslug5.jpg,122000000009,./1 World A-Z/Metal Slug 5 (mslug5).neo,,2004,x
Nichibutsu,ARCADE,terra-cresta.png,131000000001,./Terra Cresta (YM3526 set 1).mra,,1985,x
Nichibutsu,ARCADE,terra-force.png,132000000008,./Terra Force (Japan).mra,,1987,x
Nichibutsu,NES,magmax-nes.jpg,22909100056,./1 US - G-Q/Magmax (USA).nes,,1986,x
Nichibutsu,ARCADE,armed-f.png,133000000005,./Armed F (Japan).mra,,1988,x
Nintendo,ARCADE,dkong.jpg,162000000005,"./Donkey Kong (US, Set 1).mra",,1981,
Nintendo,GAMEBOY.COL,wario-land.jpg,45496730321,./1 Game Boy/1 GB US - R-Z/Wario Land - Super Mario Land 3 (World).gb,Wario Land,1994,
Nintendo,GAMEBOY.COL,wario-land-ii.jpg,45496730888,"./1 Game Boy Color/1 GBC US - M-Z/Wario Land II (USA, Europe) (SGB Enhanced).gbc",Wario Land 2,1998,
Nintendo,GAMEBOY.COL,wario-land-3.jpg,45496731137,"./1 Game Boy Color/1 GBC US - M-Z/Wario Land 3 (World) (En,Ja).gbc",Wario Land 3,2000,
Nintendo,GBA,wario-land-4.jpg,45496731496,"./1 USA - T-Z/Wario Land 4 (USA, Europe).gba",,2001,
Nintendo,GBA,warioware-gba.jpg,45496732370,"./1 USA - T-Z/WarioWare, Inc. - Mega Microgame\$! (USA).gba",,2003,
Nintendo,GAMEBOY.COL,donkey-kong.jpg,45496730352,"./1 Game Boy/1 GB US - A-G/Donkey Kong (Japan, USA) (SGB Enhanced).gb  ",Donkey Kong,1994,
Nintendo,GAMEBOY.COL,game-watch-gal-3.jpg,45496731021,"./1 Game Boy Color/1 GBC US - A-L/Game & Watch Gallery 3 (USA, Europe) (SGB Enhanced).gbc",,1999,
Nintendo,GAMEBOY.COL,links-awakening.jpg,45496730857,"./1 Game Boy Color/1 GBC US - A-L/Legend of Zelda, The - Link's Awakening DX (USA, Europe) (Rev B) (SGB Enhanced).gbc",The Legend of Zelda - Link’s Awakening DX,1998,
Nintendo,GAMEBOY.COL,oracle-ages.jpg,45496731380,"./1 Game Boy Color/1 GBC US - A-L/Legend of Zelda, The - Oracle of Ages (USA).gbc",The Legend of Zelda - Oracle of Ages,2001,
Nintendo,GAMEBOY.COL,oracle-seasons.jpg,45496731373,"./1 Game Boy Color/1 GBC US - A-L/Legend of Zelda, The - Oracle of Seasons (USA).gbc",The Legend of Zelda - Oracle of Seasons,2001,
Nintendo,NES,clucluland.jpg,74299009112,./1 US - A-F/Clu Clu Land (World).nes,,1984,
Nintendo,SNES,tetris-drmario.jpg,45496830403,./1 US - T-Z/Tetris & Dr. Mario (USA).sfc,,1994,
Nintendo,SNES,tetris-attack.jpg,45496830533,"./1 US - T-Z/Tetris Attack (USA) (En,Ja).sfc",,1996,
Nintendo,SNES,fzero.jpg,45496830021,./1 US - F-M/F-Zero (USA).sfc,,1990,
Nintendo,SNES,starfox.jpg,45496830069,./1 US - S/Star Fox (USA) (Rev 2).sfc,Star Fox (USA),1993,
Nintendo,SNES,starfox2.png,640000000008,./3 Special Chip Games/Super FX/Star Fox 2 (USA).sfc ,,2019,x
Nintendo,SNES,super-metroid.jpg,45496830298,"./1 US - S/Super Metroid (Japan, USA) (En,Ja).sfc",,1994,
Nintendo,SNES,super-punch-out.jpg,45496830380,./1 US - S/Super Punch-Out\!\! (USA).sfc,,1994,
Nintendo,NES,punch-out.jpg,45496630287,"./1 US - G-Q/Mike Tyson's Punch-Out!! (Japan, USA) (Rev A).nes",Mike Tyson’s Punch-Out!!,1987,
Nintendo,GBA,pokemonpinball-gba.jpg,45496733308,./1 USA - P-S/Pokemon Pinball - Ruby & Sapphire (USA).gba,,1999,
Nintendo,GBA,mario-pinball.jpg,785138320366,"./1 USA - I-O/Mario Pinball Land (USA, Australia).gba",,2004,
Other,SNES,findluigi.png,169000000004,Find Luigi SNES.sfc,Find Luigi,2024,
Other,GENESIS,adventures-batman-robin.jpg,96427011095,"./1 US - A-F/Adventures of Batman & Robin, The (USA).md",,1995,
Other,ARCADE,snapjack.png,107000000006,./Snap Jack.mra,,1981,
Other,TGFX16-CD,ginga.jpg,4988607250768,./GINGA FUKEI DENSETSU SAPPHIRE.cue,Ginga Fukei Densetsu Sapphire,1995,x
Other,GENESIS,omegablast.png,108000000003,./omega_blast.bin,Omega Blast,2018,x
Other,ARCADE,amazing-maze.png,109000000000,./Amazing Maze.mra,,1976,
Other,PSX,pepsiman.jpg,4933516903069,Pepsiman (Japan).cue,,1999,
Other,NES,recca.png,4988658924014,./2 Japan/Japan P-S/Summer Carnival '92 - Recca (Japan).nes,,1992,x
Other,NES,zombienation.png,8433291019,./1 US - R-Z/Zombie Nation (USA).nes,,1990,x
Other,NES,jekyll.jpg,45557071004,./1 US - A-F/Dr. Jekyll and Mr. Hyde (USA).nes,,1988,
Other,NES,bk.jpg,111000000003,./4 Homebrew/Battle Kid - Fortress of Peril.nes,,2010,
Other,NES,bk2.png,112000000000,./4 Homebrew/Battle Kid 2 - Mountain of Torment (U).nes,,2012,
Other,NES,bkfc.jpg,113000000007,./4 Homebrew/Battle Kid - Dangerous Trap (2018 ver 2.000)(J)[!].nes,,2018,
Other,NES,dick-tracy.jpg,45557072704,./1 US - A-F/Dick Tracy (USA).nes,,1990,
Other,GENESIS,gaiares.jpg,720238100609,"./1 US - G-P/Gaiares (Japan, USA).md",,1990,x
Other,GENESIS,el-viento.png,720238101309,./1 US - A-F/El.Viento (USA).md,,1991,
Other,SNES,tetris-battle-gaiden.png,114000000004,./2 Japan - A-Z/Japan T-Z/Tetris Battle Gaiden (Japan).sfc,,1993,
Other,GENESIS,granada.jpg,720238100302,"./1 US - G-P/Granada (Japan, USA) (Rev A).md",,1990,x
Other,GENESIS,barney.png,10086015348,./1 US - A-F/Barney's Hide & Seek Game (USA).md,,1993,
Other,GENESIS,eliminate-down.jpg,4953507930669,./2 Japan - A-Z/Japan - A-O/Eliminate Down (Japan).md,,1993,x
Other,GENESIS,divine-sealing.jpg,123000000006,./2 Unlicensed - A-Z/Divine Sealing (Japan) (Unl).md,,1991,x
Other,GENESIS,twinkle-tale.png,4934529000011,"./4 Color Enhancements & Restorations/Twinkle Tale Enhanced+Retranslation (Hack) v1 Pyron, T+Eng 20070328 MIJET.md",Twinkle Tale,1992,x
Other,TGFX16,magical-chase.png,124000000003,./1 TurboGrafx-16 - A-Z/Magical Chase (USA).pce,,1991,x
Other,ARCADE,cotton.png,125000000000,"./Cotton (set 4, World) (FD1094 317-0181a).mra",,1991,x
Other,GENESIS,panorama-cotton.jpg,4907940700914,./4 Translations/Panorama Cotton (J) T+Eng v1.0.1 Malias.md,Panorama Cotton,1994,x
Other,PSX,gaiaseed.jpg,127000000004,./Gaiaseed - Project Seed Trap (Japan).cue,,1996,x
Other,S32X,kolibri.jpg,10086845181,"./1 US - A-Z/Kolibri (USA, Europe).32x",,1995,x
Other,S32X,spiderman-weboffire.jpg,10086845174,"./1 US - A-Z/Amazing Spider-Man, The - Web of Fire (USA).32x",,1996,
Other,MEGACD,android-assault.jpg,10086044454,./android_assault_-_sega_CD_T-163015-00.cue,Android Assault - The Revenge of Bari-Arm,1993,x
Other,MEGACD,silpheed.jpg,10086044232,./dw-sylpheed (u).cue,Silpheed,1993,x
Other,GENESIS,devilish.png,721337100095,./1 US - A-F/Devilish - The Next Possession (USA).md,,1992,
Other,GENESIS,verytex.jpg,4988126600044,./2 Japan - A-Z/Japan - P-Z/Verytex (Japan).md,,1991,
Other,GENESIS,overdrive.png,128000000001,./4 Homebrew/Demos & Intros/TiTAN Overdrive Demo (PD) v1.1-106-Final.md,,2013,
Other,GENESIS,overdrive2.png,129000000008,./4 Homebrew/Demos & Intros/TiTAN Overdrive 2 Demo PAL (PD) v1 Titan.md,,2017,
Other,NES,cocoron.png,137000000003,./4 Translations/Selections/Cocoron (J) T+Eng v1 Akujin.nes,,1991,
Other,SATURN,guardian-force.jpg,4944076000341,./Guardian Force (Japan).cue,,1998,x
Other,SATURN,shienryu.jpg,4516365000044,./Shienryu (J).cue,,1997,x
Other,NES,over-horizon.jpg,144000000001,./2 Japan/Japan K-O/Over Horizon (Japan).nes,,1991,x
Other,GAMEBOY.COL,pandora.png,171000000007,./GBC/PandorasBlocks.gbc,Pandora's Blocks,2024,
Raizing,ARCADE,battle-garegga.png,520000000003,./Battle Garegga (Europe - USA - Japan - Asia) (Sat Feb 3 1996).mra,Battle Garegga (World),1996,x
Raizing,ARCADE,battle-bakraid.png,530000000002,./Battle Bakraid - Unlimited Version (USA) (Tue Jun 8 1999).mra,Battle Bakraid - Unlimited Version (USA),1999,x
Raizing,ARCADE,batrider.png,540000000001,./Armed Police Batrider (USA) (Fri Feb 13 1998).mra,Armed Police Batrider,1998,x
Raizing,ARCADE,kingdom-grandprix.png,550000000000,./Kingdom Grandprix.mra,,1994,x
Raizing,ARCADE,dimahoo.png,560000000009,./Dimahoo (Euro 000121).mra,Dimahoo,2000,x
Raizing,ARCADE,sorcer-striker.png,570000000008,./Sorcer Striker.mra,,1993,x
Raizing,ARCADE,souky.jpg,580000000007,./Soukyuu Gurentai - Oubushutsugeki (Japan).cue,,1997,x
Raizing,ARCADE,1944.png,590000000006,./1944 The Loop Master (Euro 000620).mra,1944 The Loop Master,2000,x
Rare,NES,captain-skyhawk.jpg,32244040924,./1 US - A-F/Captain Skyhawk (USA) (Rev A).nes,,1990,x
Rare,NES,marble-madness.jpg,32244048807,./1 US - G-Q/Marble Madness (USA).nes,,1989,
Rare,NES,snake-rattle.jpg,45496630591,./1 US - R-Z/Snake Rattle n Roll (USA).nes,,1990,
RED,TGFX16-CD,gateofthunder.jpg,650000000007,./Gate_of_Thunder_(NTSC-J)_[HCD2025].cue,Gate of Thunder,1992,x
RED,TGFX16-CD,lordsofthunder.jpg,92218001696,./Lords of Thunder [U][SCD][TGXCD1033][Red][1993][PCE][thx-1138-darkwater].cue,Lords of Thunder,1993,x
RED,TGFX16,air-zonk.jpg,92218001511,./1 TurboGrafx-16 - A-Z/Air Zonk (USA).pce,,1992,x
RED,GENESIS,tempo.jpg,10086845044,"./1 US - A-Z/Tempo (Japan, USA).32x",,1995,
SEGA,S32X,space-harrier-32x.jpg,730000000006,"./1 US - A-Z/Space Harrier (Japan, USA).32x",,1994,x
SEGA,ARCADE,e-swat.png,157000000001,"./E-Swat - Cyber Police (set 4, World) (FD1094 317-0130).mra",E-Swat (Arcade),1989,
SEGA,ARCADE,outrun.jpg,740000000005,"./Out Run (sitdown-upright, Rev B).mra",OutRun (Arcade),1986,
SEGA,ARCADE,super-hang-on.jpg,750000000004,./Super Hang-On (sitdown-upright) (unprotected).mra,Super Hang-On (Arcade),1987,
SEGA,SMS,ninja-gaiden-sms.jpg,4974365671013,"./Game Gear/1 US - A-Z/Ninja Gaiden (USA, Europe).gg",,1992,
SEGA,GENESIS,kid-cham.jpg,10086010107,"./1 US - G-P/Kid Chameleon (USA, Europe).md",,1992,
SEGA,GENESIS,comix-zone.png,10086015690,./1 US - A-F/Comix Zone (USA).md,,1995,
SEGA,GENESIS,sonic2.jpg,10086010510,./1 US - Q-Z/Sonic the Hedgehog 2 (World) (Rev A).md,,1992,
SEGA,GENESIS,eternal-champions.jpg,10086011456,./1 US - A-F/Eternal Champions (USA).md,,1995,
SEGA,MEGACD,eternal-champions-cd.jpg,10086044270,Eternal Champions (U).cue,Eternal Champions: Challenge from the Dark Side,1995,
SEGA,S32X,knuckles-chaotix.jpg,10066645037,"./1 US - A-Z/Knuckles' Chaotix (Japan, USA).32x",,1995,
SEGA,MEGACD,ecco-the-dolphin-cd.jpg,10086044089,./Ecco the Dolphin (U).cue,,1993,
